state,type,crimes,Year
Kedah,causing_injury,9,2017
Kedah,causing_injury,4,2018
Kedah,causing_injury,8,2019
Kedah,causing_injury,11,2020
Kedah,causing_injury,17,2021
Kedah,causing_injury,8,2022
Kedah,causing_injury,8,2023
Kedah,murder,0,2016
Kedah,murder,1,2017
Kedah,murder,0,2018
Kedah,murder,1,2019
Kedah,murder,0,2020
Kedah,murder,0,2021
Kedah,murder,0,2022
Kedah,murder,0,2023
Kedah,rape,7,2016
Kedah,rape,3,2017
Kedah,rape,6,2018
Kedah,rape,13,2019
Kedah,rape,11,2020
Kedah,rape,4,2021
Kedah,rape,5,2022
Kedah,rape,15,2023
Kedah,robbery_gang_armed,0,2016
Kedah,robbery_gang_armed,0,2017
Kedah,robbery_gang_armed,0,2018
Kedah,robbery_gang_armed,0,2019
Kedah,robbery_gang_armed,0,2020
Kedah,robbery_gang_armed,0,2021
Kedah,robbery_gang_armed,0,2022
Kedah,robbery_gang_armed,0,2023
Kedah,robbery_gang_unarmed,16,2016
Kedah,robbery_gang_unarmed,10,2017
Kedah,robbery_gang_unarmed,6,2018
Kedah,robbery_gang_unarmed,14,2019
Kedah,robbery_gang_unarmed,6,2020
Kedah,robbery_gang_unarmed,9,2021
Kedah,robbery_gang_unarmed,7,2022
Kedah,robbery_gang_unarmed,6,2023
Kedah,robbery_solo_armed,0,2016
Kedah,robbery_solo_armed,0,2017
Kedah,robbery_solo_armed,0,2018
Kedah,robbery_solo_armed,0,2019
Kedah,robbery_solo_armed,0,2020
Kedah,robbery_solo_armed,0,2021
Kedah,robbery_solo_armed,0,2022
Kedah,robbery_solo_armed,0,2023
Kedah,robbery_solo_unarmed,13,2016
Kedah,robbery_solo_unarmed,6,2017
Kedah,robbery_solo_unarmed,13,2018
Kedah,robbery_solo_unarmed,4,2019
Kedah,robbery_solo_unarmed,8,2020
Kedah,robbery_solo_unarmed,5,2021
Kedah,robbery_solo_unarmed,11,2022
Kedah,robbery_solo_unarmed,7,2023
Kedah,break_in,40,2016
Kedah,break_in,42,2017
Kedah,break_in,39,2018
Kedah,break_in,37,2019
Kedah,break_in,42,2020
Kedah,break_in,30,2021
Kedah,break_in,31,2022
Kedah,break_in,58,2023
Kedah,theft_other,34,2016
Kedah,theft_other,54,2017
Kedah,theft_other,39,2018
Kedah,theft_other,48,2019
Kedah,theft_other,66,2020
Kedah,theft_other,42,2021
Kedah,theft_other,75,2022
Kedah,theft_other,70,2023
Kedah,theft_vehicle_lorry,1,2016
Kedah,theft_vehicle_lorry,4,2017
Kedah,theft_vehicle_lorry,0,2018
Kedah,theft_vehicle_lorry,1,2019
Kedah,theft_vehicle_lorry,2,2020
Kedah,theft_vehicle_lorry,0,2021
Kedah,theft_vehicle_lorry,1,2022
Kedah,theft_vehicle_lorry,1,2023
Kedah,theft_vehicle_motorcar,6,2016
Kedah,theft_vehicle_motorcar,9,2017
Kedah,theft_vehicle_motorcar,6,2018
Kedah,theft_vehicle_motorcar,19,2019
Kedah,theft_vehicle_motorcar,9,2020
Kedah,theft_vehicle_motorcar,4,2021
Kedah,theft_vehicle_motorcar,5,2022
Kedah,theft_vehicle_motorcar,4,2023
Kedah,theft_vehicle_motorcycle,113,2016
Kedah,theft_vehicle_motorcycle,99,2017
Kedah,theft_vehicle_motorcycle,124,2018
Kedah,theft_vehicle_motorcycle,87,2019
Kedah,theft_vehicle_motorcycle,59,2020
Kedah,theft_vehicle_motorcycle,42,2021
Kedah,theft_vehicle_motorcycle,63,2022
Kedah,theft_vehicle_motorcycle,32,2023
Kedah,causing_injury,5,2016
Kedah,causing_injury,3,2017
Kedah,causing_injury,2,2018
Kedah,causing_injury,1,2019
Kedah,causing_injury,0,2020
Kedah,causing_injury,2,2021
Kedah,causing_injury,4,2022
Kedah,causing_injury,3,2023
Kedah,murder,0,2016
Kedah,murder,0,2017
Kedah,murder,0,2018
Kedah,murder,0,2019
Kedah,murder,0,2020
Kedah,murder,0,2021
Kedah,murder,0,2022
Kedah,murder,0,2023
Kedah,rape,11,2016
Kedah,rape,1,2017
Kedah,rape,0,2018
Kedah,rape,1,2019
Kedah,rape,0,2020
Kedah,rape,6,2021
Kedah,rape,5,2022
Kedah,rape,1,2023
Kedah,robbery_gang_armed,0,2016
Kedah,robbery_gang_armed,0,2017
Kedah,robbery_gang_armed,0,2018
Kedah,robbery_gang_armed,0,2019
Kedah,robbery_gang_armed,0,2020
Kedah,robbery_gang_armed,0,2021
Kedah,robbery_gang_armed,0,2022
Kedah,robbery_gang_armed,0,2023
Kedah,robbery_gang_unarmed,3,2016
Kedah,robbery_gang_unarmed,3,2017
Kedah,robbery_gang_unarmed,3,2018
Kedah,robbery_gang_unarmed,3,2019
Kedah,robbery_gang_unarmed,1,2020
Kedah,robbery_gang_unarmed,1,2021
Kedah,robbery_gang_unarmed,0,2022
Kedah,robbery_gang_unarmed,0,2023
Kedah,robbery_solo_armed,0,2016
Kedah,robbery_solo_armed,0,2017
Kedah,robbery_solo_armed,0,2018
Kedah,robbery_solo_armed,0,2019
Kedah,robbery_solo_armed,0,2020
Kedah,robbery_solo_armed,0,2021
Kedah,robbery_solo_armed,0,2022
Kedah,robbery_solo_armed,0,2023
Kedah,robbery_solo_unarmed,1,2016
Kedah,robbery_solo_unarmed,4,2017
Kedah,robbery_solo_unarmed,1,2018
Kedah,robbery_solo_unarmed,0,2019
Kedah,robbery_solo_unarmed,3,2020
Kedah,robbery_solo_unarmed,1,2021
Kedah,robbery_solo_unarmed,1,2022
Kedah,robbery_solo_unarmed,2,2023
Kedah,break_in,7,2016
Kedah,break_in,8,2017
Kedah,break_in,8,2018
Kedah,break_in,3,2019
Kedah,break_in,3,2020
Kedah,break_in,4,2021
Kedah,break_in,11,2022
Kedah,break_in,15,2023
Kedah,theft_other,14,2016
Kedah,theft_other,17,2017
Kedah,theft_other,12,2018
Kedah,theft_other,10,2019
Kedah,theft_other,9,2020
Kedah,theft_other,9,2021
Kedah,theft_other,13,2022
Kedah,theft_other,11,2023
Kedah,theft_vehicle_lorry,0,2016
Kedah,theft_vehicle_lorry,1,2017
Kedah,theft_vehicle_lorry,0,2018
Kedah,theft_vehicle_lorry,0,2019
Kedah,theft_vehicle_lorry,1,2020
Kedah,theft_vehicle_lorry,0,2021
Kedah,theft_vehicle_lorry,2,2022
Kedah,theft_vehicle_lorry,1,2023
Kedah,theft_vehicle_motorcar,5,2016
Kedah,theft_vehicle_motorcar,1,2017
Kedah,theft_vehicle_motorcar,6,2018
Kedah,theft_vehicle_motorcar,5,2019
Kedah,theft_vehicle_motorcar,3,2020
Kedah,theft_vehicle_motorcar,1,2021
Kedah,theft_vehicle_motorcar,2,2022
Kedah,theft_vehicle_motorcar,5,2023
Kedah,theft_vehicle_motorcycle,60,2016
Kedah,theft_vehicle_motorcycle,28,2017
Kedah,theft_vehicle_motorcycle,38,2018
Kedah,theft_vehicle_motorcycle,37,2019
Kedah,theft_vehicle_motorcycle,22,2020
Kedah,theft_vehicle_motorcycle,12,2021
Kedah,theft_vehicle_motorcycle,16,2022
Kedah,theft_vehicle_motorcycle,15,2023
Kedah,causing_injury,7,2016
Kedah,causing_injury,4,2017
Kedah,causing_injury,4,2018
Kedah,causing_injury,6,2019
Kedah,causing_injury,1,2020
Kedah,causing_injury,2,2021
Kedah,causing_injury,3,2022
Kedah,causing_injury,1,2023
Kedah,murder,0,2016
Kedah,murder,0,2017
Kedah,murder,0,2018
Kedah,murder,2,2019
Kedah,murder,0,2020
Kedah,murder,0,2021
Kedah,murder,0,2022
Kedah,murder,0,2023
Kedah,rape,2,2016
Kedah,rape,8,2017
Kedah,rape,3,2018
Kedah,rape,0,2019
Kedah,rape,2,2020
Kedah,rape,7,2021
Kedah,rape,4,2022
Kedah,rape,5,2023
Kedah,robbery_gang_armed,0,2016
Kedah,robbery_gang_armed,0,2017
Kedah,robbery_gang_armed,0,2018
Kedah,robbery_gang_armed,0,2019
Kedah,robbery_gang_armed,0,2020
Kedah,robbery_gang_armed,0,2021
Kedah,robbery_gang_armed,0,2022
Kedah,robbery_gang_armed,0,2023
Kedah,robbery_gang_unarmed,7,2016
Kedah,robbery_gang_unarmed,3,2017
Kedah,robbery_gang_unarmed,2,2018
Kedah,robbery_gang_unarmed,2,2019
Kedah,robbery_gang_unarmed,3,2020
Kedah,robbery_gang_unarmed,0,2021
Kedah,robbery_gang_unarmed,0,2022
Kedah,robbery_gang_unarmed,1,2023
Kedah,robbery_solo_armed,0,2016
Kedah,robbery_solo_armed,0,2017
Kedah,robbery_solo_armed,0,2018
Kedah,robbery_solo_armed,0,2019
Kedah,robbery_solo_armed,0,2020
Kedah,robbery_solo_armed,0,2021
Kedah,robbery_solo_armed,0,2022
Kedah,robbery_solo_armed,0,2023
Kedah,robbery_solo_unarmed,4,2016
Kedah,robbery_solo_unarmed,2,2017
Kedah,robbery_solo_unarmed,4,2018
Kedah,robbery_solo_unarmed,3,2019
Kedah,robbery_solo_unarmed,0,2020
Kedah,robbery_solo_unarmed,1,2021
Kedah,robbery_solo_unarmed,6,2022
Kedah,robbery_solo_unarmed,6,2023
Kedah,break_in,16,2016
Kedah,break_in,11,2017
Kedah,break_in,5,2018
Kedah,break_in,9,2019
Kedah,break_in,32,2020
Kedah,break_in,11,2021
Kedah,break_in,10,2022
Kedah,break_in,24,2023
Kedah,theft_other,25,2016
Kedah,theft_other,18,2017
Kedah,theft_other,13,2018
Kedah,theft_other,29,2019
Kedah,theft_other,29,2020
Kedah,theft_other,20,2021
Kedah,theft_other,16,2022
Kedah,theft_other,30,2023
Kedah,theft_vehicle_lorry,1,2016
Kedah,theft_vehicle_lorry,2,2017
Kedah,theft_vehicle_lorry,3,2018
Kedah,theft_vehicle_lorry,1,2019
Kedah,theft_vehicle_lorry,1,2020
Kedah,theft_vehicle_lorry,0,2021
Kedah,theft_vehicle_lorry,1,2022
Kedah,theft_vehicle_lorry,1,2023
Kedah,theft_vehicle_motorcar,3,2016
Kedah,theft_vehicle_motorcar,6,2017
Kedah,theft_vehicle_motorcar,7,2018
Kedah,theft_vehicle_motorcar,6,2019
Kedah,theft_vehicle_motorcar,7,2020
Kedah,theft_vehicle_motorcar,4,2021
Kedah,theft_vehicle_motorcar,4,2022
Kedah,theft_vehicle_motorcar,8,2023
Kedah,theft_vehicle_motorcycle,81,2016
Kedah,theft_vehicle_motorcycle,86,2017
Kedah,theft_vehicle_motorcycle,114,2018
Kedah,theft_vehicle_motorcycle,70,2019
Kedah,theft_vehicle_motorcycle,27,2020
Kedah,theft_vehicle_motorcycle,35,2021
Kedah,theft_vehicle_motorcycle,45,2022
Kedah,theft_vehicle_motorcycle,20,2023
Kelantan,causing_injury,291,2016
Kelantan,causing_injury,252,2017
Kelantan,causing_injury,190,2018
Kelantan,causing_injury,178,2019
Kelantan,causing_injury,211,2020
Kelantan,causing_injury,201,2021
Kelantan,causing_injury,215,2022
Kelantan,causing_injury,147,2023
Kelantan,murder,10,2016
Kelantan,murder,13,2017
Kelantan,murder,6,2018
Kelantan,murder,9,2019
Kelantan,murder,13,2020
Kelantan,murder,8,2021
Kelantan,murder,6,2022
Kelantan,murder,9,2023
Kelantan,rape,144,2016
Kelantan,rape,114,2017
Kelantan,rape,101,2018
Kelantan,rape,73,2019
Kelantan,rape,108,2020
Kelantan,rape,107,2021
Kelantan,rape,98,2022
Kelantan,rape,130,2023
Kelantan,robbery_gang_armed,1,2016
Kelantan,robbery_gang_armed,2,2017
Kelantan,robbery_gang_armed,4,2018
Kelantan,robbery_gang_armed,2,2019
Kelantan,robbery_gang_armed,0,2020
Kelantan,robbery_gang_armed,2,2021
Kelantan,robbery_gang_armed,1,2022
Kelantan,robbery_gang_armed,5,2023
Kelantan,robbery_gang_unarmed,71,2016
Kelantan,robbery_gang_unarmed,141,2017
Kelantan,robbery_gang_unarmed,139,2018
Kelantan,robbery_gang_unarmed,121,2019
Kelantan,robbery_gang_unarmed,81,2020
Kelantan,robbery_gang_unarmed,66,2021
Kelantan,robbery_gang_unarmed,66,2022
Kelantan,robbery_gang_unarmed,43,2023
Kelantan,robbery_solo_armed,1,2016
Kelantan,robbery_solo_armed,0,2017
Kelantan,robbery_solo_armed,0,2018
Kelantan,robbery_solo_armed,0,2019
Kelantan,robbery_solo_armed,0,2020
Kelantan,robbery_solo_armed,0,2021
Kelantan,robbery_solo_armed,0,2022
Kelantan,robbery_solo_armed,0,2023
Kelantan,robbery_solo_unarmed,25,2016
Kelantan,robbery_solo_unarmed,78,2017
Kelantan,robbery_solo_unarmed,71,2018
Kelantan,robbery_solo_unarmed,87,2019
Kelantan,robbery_solo_unarmed,91,2020
Kelantan,robbery_solo_unarmed,42,2021
Kelantan,robbery_solo_unarmed,62,2022
Kelantan,robbery_solo_unarmed,56,2023
Kelantan,break_in,682,2016
Kelantan,break_in,570,2017
Kelantan,break_in,699,2018
Kelantan,break_in,929,2019
Kelantan,break_in,626,2020
Kelantan,break_in,483,2021
Kelantan,break_in,472,2022
Kelantan,break_in,443,2023
Kelantan,theft_other,674,2016
Kelantan,theft_other,547,2017
Kelantan,theft_other,613,2018
Kelantan,theft_other,756,2019
Kelantan,theft_other,560,2020
Kelantan,theft_other,548,2021
Kelantan,theft_other,545,2022
Kelantan,theft_other,485,2023
Kelantan,theft_vehicle_lorry,90,2016
Kelantan,theft_vehicle_lorry,98,2017
Kelantan,theft_vehicle_lorry,64,2018
Kelantan,theft_vehicle_lorry,20,2019
Kelantan,theft_vehicle_lorry,14,2020
Kelantan,theft_vehicle_lorry,4,2021
Kelantan,theft_vehicle_lorry,18,2022
Kelantan,theft_vehicle_lorry,9,2023
Kelantan,theft_vehicle_motorcar,614,2016
Kelantan,theft_vehicle_motorcar,722,2017
Kelantan,theft_vehicle_motorcar,489,2018
Kelantan,theft_vehicle_motorcar,301,2019
Kelantan,theft_vehicle_motorcar,118,2020
Kelantan,theft_vehicle_motorcar,73,2021
Kelantan,theft_vehicle_motorcar,122,2022
Kelantan,theft_vehicle_motorcar,128,2023
Kelantan,theft_vehicle_motorcycle,1945,2016
Kelantan,theft_vehicle_motorcycle,1983,2017
Kelantan,theft_vehicle_motorcycle,1611,2018
Kelantan,theft_vehicle_motorcycle,1069,2019
Kelantan,theft_vehicle_motorcycle,709,2016
Kelantan,theft_vehicle_motorcycle,483,2017
Kelantan,theft_vehicle_motorcycle,601,2018
Kelantan,theft_vehicle_motorcycle,539,2019
Kelantan,causing_injury,54,2016
Kelantan,causing_injury,33,2017
Kelantan,causing_injury,20,2018
Kelantan,causing_injury,24,2019
Kelantan,causing_injury,29,2020
Kelantan,causing_injury,35,2021
Kelantan,causing_injury,28,2022
Kelantan,causing_injury,14,2023
Kelantan,murder,1,2016
Kelantan,murder,0,2017
Kelantan,murder,0,2018
Kelantan,murder,1,2019
Kelantan,murder,2,2020
Kelantan,murder,0,2021
Kelantan,murder,0,2022
Kelantan,murder,0,2023
Kelantan,rape,21,2016
Kelantan,rape,16,2017
Kelantan,rape,11,2018
Kelantan,rape,10,2019
Kelantan,rape,8,2020
Kelantan,rape,14,2021
Kelantan,rape,7,2022
Kelantan,rape,11,2023
Kelantan,robbery_gang_armed,0,2016
Kelantan,robbery_gang_armed,0,2017
Kelantan,robbery_gang_armed,0,2018
Kelantan,robbery_gang_armed,0,2019
Kelantan,robbery_gang_armed,0,2020
Kelantan,robbery_gang_armed,0,2021
Kelantan,robbery_gang_armed,0,2022
Kelantan,robbery_gang_armed,0,2023
Kelantan,robbery_gang_unarmed,8,2016
Kelantan,robbery_gang_unarmed,4,2017
Kelantan,robbery_gang_unarmed,7,2018
Kelantan,robbery_gang_unarmed,2,2019
Kelantan,robbery_gang_unarmed,4,2020
Kelantan,robbery_gang_unarmed,7,2021
Kelantan,robbery_gang_unarmed,5,2022
Kelantan,robbery_gang_unarmed,2,2023
Kelantan,robbery_solo_armed,0,2016
Kelantan,robbery_solo_armed,0,2017
Kelantan,robbery_solo_armed,0,2018
Kelantan,robbery_solo_armed,0,2019
Kelantan,robbery_solo_armed,0,2020
Kelantan,robbery_solo_armed,0,2021
Kelantan,robbery_solo_armed,0,2022
Kelantan,robbery_solo_armed,0,2023
Kelantan,robbery_solo_unarmed,1,2016
Kelantan,robbery_solo_unarmed,3,2017
Kelantan,robbery_solo_unarmed,3,2018
Kelantan,robbery_solo_unarmed,5,2019
Kelantan,robbery_solo_unarmed,5,2020
Kelantan,robbery_solo_unarmed,3,2021
Kelantan,robbery_solo_unarmed,3,2022
Kelantan,robbery_solo_unarmed,6,2023
Kelantan,break_in,73,2016
Kelantan,break_in,67,2017
Kelantan,break_in,44,2018
Kelantan,break_in,70,2019
Kelantan,break_in,45,2020
Kelantan,break_in,40,2021
Kelantan,break_in,36,2022
Kelantan,break_in,34,2023
Kelantan,theft_other,91,2016
Kelantan,theft_other,32,2017
Kelantan,theft_other,41,2018
Kelantan,theft_other,44,2019
Kelantan,theft_other,40,2020
Kelantan,theft_other,56,2021
Kelantan,theft_other,45,2022
Kelantan,theft_other,29,2023
Kelantan,theft_vehicle_lorry,5,2016
Kelantan,theft_vehicle_lorry,5,2017
Kelantan,theft_vehicle_lorry,3,2018
Kelantan,theft_vehicle_lorry,3,2019
Kelantan,theft_vehicle_lorry,1,2020
Kelantan,theft_vehicle_lorry,0,2021
Kelantan,theft_vehicle_lorry,1,2022
Kelantan,theft_vehicle_lorry,0,2023
Kelantan,theft_vehicle_motorcar,17,2016
Kelantan,theft_vehicle_motorcar,19,2017
Kelantan,theft_vehicle_motorcar,20,2018
Kelantan,theft_vehicle_motorcar,21,2019
Kelantan,theft_vehicle_motorcar,6,2020
Kelantan,theft_vehicle_motorcar,2,2021
Kelantan,theft_vehicle_motorcar,8,2022
Kelantan,theft_vehicle_motorcar,12,2023
Kelantan,theft_vehicle_motorcycle,104,2016
Kelantan,theft_vehicle_motorcycle,130,2017
Kelantan,theft_vehicle_motorcycle,109,2018
Kelantan,theft_vehicle_motorcycle,62,2019
Kelantan,theft_vehicle_motorcycle,64,2020
Kelantan,theft_vehicle_motorcycle,49,2021
Kelantan,theft_vehicle_motorcycle,67,2022
Kelantan,theft_vehicle_motorcycle,52,2023
Kelantan,causing_injury,27,2016
Kelantan,causing_injury,17,2017
Kelantan,causing_injury,11,2018
Kelantan,causing_injury,12,2019
Kelantan,causing_injury,17,2020
Kelantan,causing_injury,16,2021
Kelantan,causing_injury,11,2022
Kelantan,causing_injury,17,2023
Kelantan,murder,3,2016
Kelantan,murder,2,2017
Kelantan,murder,0,2018
Kelantan,murder,3,2019
Kelantan,murder,3,2020
Kelantan,murder,1,2021
Kelantan,murder,2,2022
Kelantan,murder,0,2023
Kelantan,rape,8,2016
Kelantan,rape,7,2017
Kelantan,rape,6,2018
Kelantan,rape,4,2019
Kelantan,rape,10,2020
Kelantan,rape,8,2021
Kelantan,rape,3,2022
Kelantan,rape,11,2023
Kelantan,robbery_gang_armed,0,2016
Kelantan,robbery_gang_armed,0,2017
Kelantan,robbery_gang_armed,1,2018
Kelantan,robbery_gang_armed,0,2019
Kelantan,robbery_gang_armed,0,2020
Kelantan,robbery_gang_armed,1,2021
Kelantan,robbery_gang_armed,0,2022
Kelantan,robbery_gang_armed,1,2023
Kelantan,robbery_gang_unarmed,3,2016
Kelantan,robbery_gang_unarmed,6,2017
Kelantan,robbery_gang_unarmed,5,2018
Kelantan,robbery_gang_unarmed,10,2019
Kelantan,robbery_gang_unarmed,1,2020
Kelantan,robbery_gang_unarmed,3,2021
Kelantan,robbery_gang_unarmed,6,2022
Kelantan,robbery_gang_unarmed,1,2023
Kelantan,robbery_solo_armed,0,2016
Kelantan,robbery_solo_armed,0,2017
Kelantan,robbery_solo_armed,0,2018
Kelantan,robbery_solo_armed,0,2019
Kelantan,robbery_solo_armed,0,2020
Kelantan,robbery_solo_armed,0,2021
Kelantan,robbery_solo_armed,0,2022
Kelantan,robbery_solo_armed,0,2023
Kelantan,robbery_solo_unarmed,0,2016
Kelantan,robbery_solo_unarmed,2,2017
Kelantan,robbery_solo_unarmed,3,2018
Kelantan,robbery_solo_unarmed,1,2019
Kelantan,robbery_solo_unarmed,4,2020
Kelantan,robbery_solo_unarmed,0,2021
Kelantan,robbery_solo_unarmed,1,2022
Kelantan,robbery_solo_unarmed,1,2023
Kelantan,break_in,34,2016
Kelantan,break_in,26,2017
Kelantan,break_in,16,2018
Kelantan,break_in,36,2019
Kelantan,break_in,27,2020
Kelantan,break_in,23,2021
Kelantan,break_in,21,2022
Kelantan,break_in,24,2023
Kelantan,theft_other,26,2016
Kelantan,theft_other,38,2017
Kelantan,theft_other,40,2018
Kelantan,theft_other,45,2019
Kelantan,theft_other,33,2020
Kelantan,theft_other,36,2021
Kelantan,theft_other,50,2022
Kelantan,theft_other,48,2023
Kelantan,theft_vehicle_lorry,3,2016
Kelantan,theft_vehicle_lorry,2,2017
Kelantan,theft_vehicle_lorry,8,2018
Kelantan,theft_vehicle_lorry,0,2019
Kelantan,theft_vehicle_lorry,2,2020
Kelantan,theft_vehicle_lorry,0,2021
Kelantan,theft_vehicle_lorry,1,2022
Kelantan,theft_vehicle_lorry,0,2023
Kelantan,theft_vehicle_motorcar,36,2016
Kelantan,theft_vehicle_motorcar,26,2017
Kelantan,theft_vehicle_motorcar,17,2018
Kelantan,theft_vehicle_motorcar,8,2019
Kelantan,theft_vehicle_motorcar,3,2020
Kelantan,theft_vehicle_motorcar,3,2021
Kelantan,theft_vehicle_motorcar,5,2022
Kelantan,theft_vehicle_motorcar,1,2023
Kelantan,theft_vehicle_motorcycle,93,2016
Kelantan,theft_vehicle_motorcycle,72,2017
Kelantan,theft_vehicle_motorcycle,42,2018
Kelantan,theft_vehicle_motorcycle,33,2019
Kelantan,theft_vehicle_motorcycle,16,2020
Kelantan,theft_vehicle_motorcycle,8,2021
Kelantan,theft_vehicle_motorcycle,18,2022
Kelantan,theft_vehicle_motorcycle,12,2023
Kelantan,causing_injury,2,2016
Kelantan,causing_injury,1,2017
Kelantan,causing_injury,3,2018
Kelantan,causing_injury,2,2019
Kelantan,causing_injury,4,2020
Kelantan,causing_injury,3,2021
Kelantan,causing_injury,7,2022
Kelantan,causing_injury,2,2023
Kelantan,murder,0,2016
Kelantan,murder,0,2017
Kelantan,murder,0,2018
Kelantan,murder,0,2019
Kelantan,murder,0,2020
Kelantan,murder,1,2021
Kelantan,murder,0,2022
Kelantan,murder,0,2023
Kelantan,rape,5,2016
Kelantan,rape,4,2017
Kelantan,rape,4,2018
Kelantan,rape,2,2019
Kelantan,rape,1,2020
Kelantan,rape,4,2021
Kelantan,rape,4,2022
Kelantan,rape,2,2023
Kelantan,robbery_gang_armed,0,2016
Kelantan,robbery_gang_armed,0,2017
Kelantan,robbery_gang_armed,0,2018
Kelantan,robbery_gang_armed,0,2019
Kelantan,robbery_gang_armed,0,2020
Kelantan,robbery_gang_armed,0,2021
Kelantan,robbery_gang_armed,0,2022
Kelantan,robbery_gang_armed,0,2023
Kelantan,robbery_gang_unarmed,1,2016
Kelantan,robbery_gang_unarmed,1,2017
Kelantan,robbery_gang_unarmed,1,2018
Kelantan,robbery_gang_unarmed,0,2019
Kelantan,robbery_gang_unarmed,0,2020
Kelantan,robbery_gang_unarmed,1,2021
Kelantan,robbery_gang_unarmed,0,2022
Kelantan,robbery_gang_unarmed,0,2023
Kelantan,robbery_solo_armed,0,2016
Kelantan,robbery_solo_armed,0,2017
Kelantan,robbery_solo_armed,0,2018
Kelantan,robbery_solo_armed,0,2019
Kelantan,robbery_solo_armed,0,2020
Kelantan,robbery_solo_armed,0,2021
Kelantan,robbery_solo_armed,0,2022
Kelantan,robbery_solo_armed,0,2023
Kelantan,robbery_solo_unarmed,0,2016
Kelantan,robbery_solo_unarmed,0,2017
Kelantan,robbery_solo_unarmed,1,2018
Kelantan,robbery_solo_unarmed,1,2019
Kelantan,robbery_solo_unarmed,1,2020
Kelantan,robbery_solo_unarmed,0,2021
Kelantan,robbery_solo_unarmed,0,2022
Kelantan,robbery_solo_unarmed,0,2023
Kelantan,break_in,12,2016
Kelantan,break_in,14,2017
Kelantan,break_in,15,2018
Kelantan,break_in,21,2019
Kelantan,break_in,17,2020
Kelantan,break_in,9,2021
Kelantan,break_in,9,2022
Kelantan,break_in,14,2023
Kelantan,theft_other,7,2016
Kelantan,theft_other,4,2017
Kelantan,theft_other,8,2018
Kelantan,theft_other,9,2019
Kelantan,theft_other,10,2020
Kelantan,theft_other,12,2021
Kelantan,theft_other,14,2022
Kelantan,theft_other,20,2023
Kelantan,theft_vehicle_lorry,2,2016
Kelantan,theft_vehicle_lorry,0,2017
Kelantan,theft_vehicle_lorry,2,2018
Kelantan,theft_vehicle_lorry,0,2019
Kelantan,theft_vehicle_lorry,0,2020
Kelantan,theft_vehicle_lorry,0,2021
Kelantan,theft_vehicle_lorry,0,2022
Kelantan,theft_vehicle_lorry,0,2023
Kelantan,theft_vehicle_motorcar,2,2016
Kelantan,theft_vehicle_motorcar,3,2017
Kelantan,theft_vehicle_motorcar,2,2018
Kelantan,theft_vehicle_motorcar,4,2019
Kelantan,theft_vehicle_motorcar,0,2020
Kelantan,theft_vehicle_motorcar,1,2021
Kelantan,theft_vehicle_motorcar,2,2022
Kelantan,theft_vehicle_motorcar,3,2023
Kelantan,theft_vehicle_motorcycle,15,2016
Kelantan,theft_vehicle_motorcycle,22,2017
Kelantan,theft_vehicle_motorcycle,16,2018
Kelantan,theft_vehicle_motorcycle,11,2019
Kelantan,theft_vehicle_motorcycle,5,2020
Kelantan,theft_vehicle_motorcycle,2,2021
Kelantan,theft_vehicle_motorcycle,7,2022
Kelantan,theft_vehicle_motorcycle,3,2023
Kelantan,causing_injury,58,2016
Kelantan,causing_injury,56,2017
Kelantan,causing_injury,41,2018
Kelantan,causing_injury,32,2019
Kelantan,causing_injury,34,2020
Kelantan,causing_injury,34,2021
Kelantan,causing_injury,60,2022
Kelantan,causing_injury,54,2023
Kelantan,murder,0,2016
Kelantan,murder,3,2017
Kelantan,murder,2,2018
Kelantan,murder,1,2019
Kelantan,murder,2,2020
Kelantan,murder,2,2021
Kelantan,murder,2,2022
Kelantan,murder,3,2023
Kelantan,rape,35,2016
Kelantan,rape,28,2017
Kelantan,rape,25,2018
Kelantan,rape,11,2019
Kelantan,rape,16,2020
Kelantan,rape,28,2021
Kelantan,rape,31,2022
Kelantan,rape,44,2023
Kelantan,robbery_gang_armed,1,2016
Kelantan,robbery_gang_armed,2,2017
Kelantan,robbery_gang_armed,2,2018
Kelantan,robbery_gang_armed,2,2019
Kelantan,robbery_gang_armed,0,2020
Kelantan,robbery_gang_armed,0,2021
Kelantan,robbery_gang_armed,0,2022
Kelantan,robbery_gang_armed,4,2023
Kelantan,robbery_gang_unarmed,22,2016
Kelantan,robbery_gang_unarmed,63,2017
Kelantan,robbery_gang_unarmed,61,2018
Kelantan,robbery_gang_unarmed,50,2019
Kelantan,robbery_gang_unarmed,38,2020
Kelantan,robbery_gang_unarmed,23,2021
Kelantan,robbery_gang_unarmed,27,2022
Kelantan,robbery_gang_unarmed,19,2023
Kelantan,robbery_solo_armed,1,2016
Kelantan,robbery_solo_armed,0,2017
Kelantan,robbery_solo_armed,0,2018
Kelantan,robbery_solo_armed,0,2019
Kelantan,robbery_solo_armed,0,2020
Kelantan,robbery_solo_armed,0,2021
Kelantan,robbery_solo_armed,0,2022
Kelantan,robbery_solo_armed,0,2023
Kelantan,robbery_solo_unarmed,10,2016
Kelantan,robbery_solo_unarmed,36,2017
Kelantan,robbery_solo_unarmed,37,2018
Kelantan,robbery_solo_unarmed,37,2019
Kelantan,robbery_solo_unarmed,38,2020
Kelantan,robbery_solo_unarmed,19,2021
Kelantan,robbery_solo_unarmed,15,2022
Kelantan,robbery_solo_unarmed,24,2023
