state,type,crimes,Year
Perak,break_in,10,2016
Perak,break_in,12,2017
Perak,break_in,18,2018
Perak,break_in,22,2019
Perak,break_in,17,2020
Perak,break_in,13,2021
Perak,break_in,13,2022
Perak,break_in,21,2023
Perak,theft_other,16,2016
Perak,theft_other,16,2017
Perak,theft_other,15,2018
Perak,theft_other,20,2019
Perak,theft_other,27,2020
Perak,theft_other,15,2021
Perak,theft_other,25,2022
Perak,theft_other,20,2023
Perak,theft_vehicle_lorry,1,2016
Perak,theft_vehicle_lorry,1,2017
Perak,theft_vehicle_lorry,1,2018
Perak,theft_vehicle_lorry,1,2019
Perak,theft_vehicle_lorry,0,2020
Perak,theft_vehicle_lorry,0,2021
Perak,theft_vehicle_lorry,1,2022
Perak,theft_vehicle_lorry,0,2023
Perak,theft_vehicle_motorcar,8,2016
Perak,theft_vehicle_motorcar,6,2017
Perak,theft_vehicle_motorcar,1,2018
Perak,theft_vehicle_motorcar,1,2019
Perak,theft_vehicle_motorcar,1,2020
Perak,theft_vehicle_motorcar,0,2021
Perak,theft_vehicle_motorcar,1,2022
Perak,theft_vehicle_motorcar,3,2023
Perak,theft_vehicle_motorcycle,36,2016
Perak,theft_vehicle_motorcycle,27,2017
Perak,theft_vehicle_motorcycle,19,2018
Perak,theft_vehicle_motorcycle,22,2019
Perak,theft_vehicle_motorcycle,14,2020
Perak,theft_vehicle_motorcycle,9,2021
Perak,theft_vehicle_motorcycle,8,2022
Perak,theft_vehicle_motorcycle,6,2023
Perak,causing_injury,65,2016
Perak,causing_injury,67,2017
Perak,causing_injury,60,2018
Perak,causing_injury,64,2019
Perak,causing_injury,60,2020
Perak,causing_injury,43,2021
Perak,causing_injury,61,2022
Perak,causing_injury,54,2023
Perak,murder,6,2016
Perak,murder,5,2017
Perak,murder,6,2018
Perak,murder,1,2019
Perak,murder,1,2020
Perak,murder,2,2021
Perak,murder,1,2022
Perak,murder,2,2023
Perak,rape,12,2016
Perak,rape,7,2017
Perak,rape,5,2018
Perak,rape,10,2019
Perak,rape,10,2020
Perak,rape,12,2021
Perak,rape,16,2022
Perak,rape,10,2023
Perak,robbery_gang_armed,0,2016
Perak,robbery_gang_armed,1,2017
Perak,robbery_gang_armed,1,2018
Perak,robbery_gang_armed,0,2019
Perak,robbery_gang_armed,0,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,0,2022
Perak,robbery_gang_armed,0,2023
Perak,robbery_gang_unarmed,40,2016
Perak,robbery_gang_unarmed,32,2017
Perak,robbery_gang_unarmed,27,2018
Perak,robbery_gang_unarmed,27,2019
Perak,robbery_gang_unarmed,9,2020
Perak,robbery_gang_unarmed,12,2021
Perak,robbery_gang_unarmed,9,2022
Perak,robbery_gang_unarmed,16,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,0,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,0,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,16,2016
Perak,robbery_solo_unarmed,16,2017
Perak,robbery_solo_unarmed,14,2018
Perak,robbery_solo_unarmed,11,2019
Perak,robbery_solo_unarmed,20,2020
Perak,robbery_solo_unarmed,12,2021
Perak,robbery_solo_unarmed,10,2022
Perak,robbery_solo_unarmed,3,2023
Perak,break_in,157,2016
Perak,break_in,133,2017
Perak,break_in,153,2018
Perak,break_in,136,2019
Perak,break_in,124,2020
Perak,break_in,100,2021
Perak,break_in,55,2022
Perak,break_in,83,2023
Perak,theft_other,107,2016
Perak,theft_other,165,2017
Perak,theft_other,163,2018
Perak,theft_other,183,2019
Perak,theft_other,148,2020
Perak,theft_other,135,2021
Perak,theft_other,152,2022
Perak,theft_other,193,2023
Perak,theft_vehicle_lorry,9,2016
Perak,theft_vehicle_lorry,4,2017
Perak,theft_vehicle_lorry,4,2018
Perak,theft_vehicle_lorry,2,2019
Perak,theft_vehicle_lorry,4,2020
Perak,theft_vehicle_lorry,0,2021
Perak,theft_vehicle_lorry,2,2022
Perak,theft_vehicle_lorry,3,2023
Perak,theft_vehicle_motorcar,25,2016
Perak,theft_vehicle_motorcar,18,2017
Perak,theft_vehicle_motorcar,19,2018
Perak,theft_vehicle_motorcar,13,2019
Perak,theft_vehicle_motorcar,6,2020
Perak,theft_vehicle_motorcar,3,2021
Perak,theft_vehicle_motorcar,12,2022
Perak,theft_vehicle_motorcar,17,2023
Perak,theft_vehicle_motorcycle,164,2016
Perak,theft_vehicle_motorcycle,112,2017
Perak,theft_vehicle_motorcycle,108,2018
Perak,theft_vehicle_motorcycle,107,2019
Perak,theft_vehicle_motorcycle,68,2020
Perak,theft_vehicle_motorcycle,51,2021
Perak,theft_vehicle_motorcycle,45,2022
Perak,theft_vehicle_motorcycle,39,2023
Perak,causing_injury,120,2016
Perak,causing_injury,121,2017
Perak,causing_injury,104,2018
Perak,causing_injury,136,2019
Perak,causing_injury,85,2020
Perak,causing_injury,130,2021
Perak,causing_injury,125,2022
Perak,causing_injury,125,2023
Perak,murder,13,2016
Perak,murder,9,2017
Perak,murder,6,2018
Perak,murder,11,2019
Perak,murder,6,2020
Perak,murder,10,2021
Perak,murder,11,2022
Perak,murder,10,2023
Perak,rape,14,2016
Perak,rape,13,2017
Perak,rape,24,2018
Perak,rape,25,2019
Perak,rape,14,2020
Perak,rape,19,2021
Perak,rape,30,2022
Perak,rape,20,2023
Perak,robbery_gang_armed,2,2016
Perak,robbery_gang_armed,0,2017
Perak,robbery_gang_armed,0,2018
Perak,robbery_gang_armed,1,2019
Perak,robbery_gang_armed,1,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,0,2022
Perak,robbery_gang_armed,0,2023
Perak,robbery_gang_unarmed,252,2016
Perak,robbery_gang_unarmed,206,2017
Perak,robbery_gang_unarmed,172,2018
Perak,robbery_gang_unarmed,184,2019
Perak,robbery_gang_unarmed,49,2020
Perak,robbery_gang_unarmed,96,2021
Perak,robbery_gang_unarmed,85,2022
Perak,robbery_gang_unarmed,134,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,2,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,1,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,109,2016
Perak,robbery_solo_unarmed,101,2017
Perak,robbery_solo_unarmed,69,2018
Perak,robbery_solo_unarmed,88,2019
Perak,robbery_solo_unarmed,90,2020
Perak,robbery_solo_unarmed,39,2021
Perak,robbery_solo_unarmed,58,2022
Perak,robbery_solo_unarmed,84,2023
Perak,break_in,350,2016
Perak,break_in,294,2017
Perak,break_in,389,2018
Perak,break_in,409,2019
Perak,break_in,197,2020
Perak,break_in,272,2021
Perak,break_in,394,2022
Perak,break_in,399,2023
Perak,theft_other,329,2016
Perak,theft_other,321,2017
Perak,theft_other,380,2018
Perak,theft_other,351,2019
Perak,theft_other,216,2020
Perak,theft_other,224,2021
Perak,theft_other,326,2022
Perak,theft_other,384,2023
Perak,theft_vehicle_lorry,60,2016
Perak,theft_vehicle_lorry,48,2017
Perak,theft_vehicle_lorry,59,2018
Perak,theft_vehicle_lorry,28,2019
Perak,theft_vehicle_lorry,12,2020
Perak,theft_vehicle_lorry,12,2021
Perak,theft_vehicle_lorry,19,2022
Perak,theft_vehicle_lorry,13,2023
Perak,theft_vehicle_motorcar,202,2016
Perak,theft_vehicle_motorcar,182,2017
Perak,theft_vehicle_motorcar,163,2018
Perak,theft_vehicle_motorcar,127,2019
Perak,theft_vehicle_motorcar,77,2020
Perak,theft_vehicle_motorcar,65,2021
Perak,theft_vehicle_motorcar,91,2022
Perak,theft_vehicle_motorcar,77,2023
Perak,theft_vehicle_motorcycle,752,2016
Perak,theft_vehicle_motorcycle,786,2017
Perak,theft_vehicle_motorcycle,596,2018
Perak,theft_vehicle_motorcycle,505,2019
Perak,theft_vehicle_motorcycle,340,2020
Perak,theft_vehicle_motorcycle,211,2021
Perak,theft_vehicle_motorcycle,220,2022
Perak,theft_vehicle_motorcycle,204,2023
Perak,causing_injury,11,2016
Perak,causing_injury,9,2017
Perak,causing_injury,10,2018
Perak,causing_injury,15,2019
Perak,causing_injury,6,2020
Perak,causing_injury,8,2021
Perak,causing_injury,6,2022
Perak,causing_injury,1,2023
Perak,murder,1,2016
Perak,murder,2,2017
Perak,murder,0,2018
Perak,murder,0,2019
Perak,murder,3,2020
Perak,murder,2,2021
Perak,murder,0,2022
Perak,murder,1,2023
Perak,rape,2,2016
Perak,rape,3,2017
Perak,rape,1,2018
Perak,rape,3,2019
Perak,rape,3,2020
Perak,rape,2,2021
Perak,rape,1,2022
Perak,rape,3,2023
Perak,robbery_gang_armed,1,2016
Perak,robbery_gang_armed,0,2017
Perak,robbery_gang_armed,0,2018
Perak,robbery_gang_armed,0,2019
Perak,robbery_gang_armed,0,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,0,2022
Perak,robbery_gang_armed,0,2023
Perak,robbery_gang_unarmed,18,2016
Perak,robbery_gang_unarmed,16,2017
Perak,robbery_gang_unarmed,20,2018
Perak,robbery_gang_unarmed,14,2019
Perak,robbery_gang_unarmed,4,2020
Perak,robbery_gang_unarmed,5,2021
Perak,robbery_gang_unarmed,7,2022
Perak,robbery_gang_unarmed,2,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,0,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,0,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,8,2016
Perak,robbery_solo_unarmed,6,2017
Perak,robbery_solo_unarmed,1,2018
Perak,robbery_solo_unarmed,2,2019
Perak,robbery_solo_unarmed,12,2020
Perak,robbery_solo_unarmed,4,2021
Perak,robbery_solo_unarmed,0,2022
Perak,robbery_solo_unarmed,4,2023
Perak,break_in,32,2016
Perak,break_in,32,2017
Perak,break_in,35,2018
Perak,break_in,46,2019
Perak,break_in,20,2020
Perak,break_in,20,2021
Perak,break_in,17,2022
Perak,break_in,25,2023
Perak,theft_other,46,2016
Perak,theft_other,42,2017
Perak,theft_other,52,2018
Perak,theft_other,63,2019
Perak,theft_other,38,2020
Perak,theft_other,26,2021
Perak,theft_other,19,2022
Perak,theft_other,18,2023
Perak,theft_vehicle_lorry,6,2016
Perak,theft_vehicle_lorry,1,2017
Perak,theft_vehicle_lorry,2,2018
Perak,theft_vehicle_lorry,2,2019
Perak,theft_vehicle_lorry,1,2020
Perak,theft_vehicle_lorry,3,2021
Perak,theft_vehicle_lorry,2,2022
Perak,theft_vehicle_lorry,0,2023
Perak,theft_vehicle_motorcar,13,2016
Perak,theft_vehicle_motorcar,13,2017
Perak,theft_vehicle_motorcar,3,2018
Perak,theft_vehicle_motorcar,6,2019
Perak,theft_vehicle_motorcar,4,2020
Perak,theft_vehicle_motorcar,4,2021
Perak,theft_vehicle_motorcar,3,2022
Perak,theft_vehicle_motorcar,8,2023
Perak,theft_vehicle_motorcycle,57,2016
Perak,theft_vehicle_motorcycle,58,2017
Perak,theft_vehicle_motorcycle,68,2018
Perak,theft_vehicle_motorcycle,50,2019
Perak,theft_vehicle_motorcycle,22,2020
Perak,theft_vehicle_motorcycle,17,2021
Perak,theft_vehicle_motorcycle,37,2022
Perak,theft_vehicle_motorcycle,29,2023
Perak,causing_injury,14,2016
Perak,causing_injury,8,2017
Perak,causing_injury,7,2018
Perak,causing_injury,16,2019
Perak,causing_injury,23,2020
Perak,causing_injury,18,2021
Perak,causing_injury,14,2022
Perak,causing_injury,11,2023
Perak,murder,2,2016
Perak,murder,4,2017
Perak,murder,1,2018
Perak,murder,0,2019
Perak,murder,0,2020
Perak,murder,2,2021
Perak,murder,5,2022
Perak,murder,2,2023
Perak,rape,3,2016
Perak,rape,2,2017
Perak,rape,8,2018
Perak,rape,6,2019
Perak,rape,4,2020
Perak,rape,8,2021
Perak,rape,12,2022
Perak,rape,10,2023
Perak,robbery_gang_armed,0,2016
Perak,robbery_gang_armed,0,2017
Perak,robbery_gang_armed,0,2018
Perak,robbery_gang_armed,0,2019
Perak,robbery_gang_armed,0,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,1,2022
Perak,robbery_gang_armed,0,2023
Perak,robbery_gang_unarmed,26,2016
Perak,robbery_gang_unarmed,18,2017
Perak,robbery_gang_unarmed,13,2018
Perak,robbery_gang_unarmed,5,2019
Perak,robbery_gang_unarmed,5,2020
Perak,robbery_gang_unarmed,9,2021
Perak,robbery_gang_unarmed,19,2022
Perak,robbery_gang_unarmed,10,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,0,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,0,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,5,2016
Perak,robbery_solo_unarmed,7,2017
Perak,robbery_solo_unarmed,8,2018
Perak,robbery_solo_unarmed,10,2019
Perak,robbery_solo_unarmed,12,2020
Perak,robbery_solo_unarmed,11,2021
Perak,robbery_solo_unarmed,5,2022
Perak,robbery_solo_unarmed,7,2023
Perak,break_in,15,2016
Perak,break_in,38,2017
Perak,break_in,25,2018
Perak,break_in,31,2019
Perak,break_in,19,2020
Perak,break_in,31,2021
Perak,break_in,32,2022
Perak,break_in,17,2023
Perak,theft_other,30,2016
Perak,theft_other,21,2017
Perak,theft_other,21,2018
Perak,theft_other,32,2019
Perak,theft_other,37,2020
Perak,theft_other,48,2021
Perak,theft_other,36,2022
Perak,theft_other,55,2023
Perak,theft_vehicle_lorry,3,2016
Perak,theft_vehicle_lorry,2,2017
Perak,theft_vehicle_lorry,5,2018
Perak,theft_vehicle_lorry,1,2019
Perak,theft_vehicle_lorry,2,2020
Perak,theft_vehicle_lorry,0,2021
Perak,theft_vehicle_lorry,1,2022
Perak,theft_vehicle_lorry,2,2023
Perak,theft_vehicle_motorcar,10,2016
Perak,theft_vehicle_motorcar,9,2017
Perak,theft_vehicle_motorcar,6,2018
Perak,theft_vehicle_motorcar,9,2019
Perak,theft_vehicle_motorcar,6,2020
Perak,theft_vehicle_motorcar,2,2021
Perak,theft_vehicle_motorcar,6,2022
Perak,theft_vehicle_motorcar,10,2023
Perak,theft_vehicle_motorcycle,120,2016
Perak,theft_vehicle_motorcycle,86,2017
Perak,theft_vehicle_motorcycle,98,2018
Perak,theft_vehicle_motorcycle,88,2019
Perak,theft_vehicle_motorcycle,71,2020
Perak,theft_vehicle_motorcycle,61,2021
Perak,theft_vehicle_motorcycle,49,2022
Perak,theft_vehicle_motorcycle,54,2023
Perak,causing_injury,7,2016
Perak,causing_injury,6,2017
Perak,causing_injury,9,2018
Perak,causing_injury,9,2019
Perak,causing_injury,8,2020
Perak,causing_injury,15,2021
Perak,causing_injury,7,2022
Perak,causing_injury,8,2023
Perak,murder,1,2016
Perak,murder,1,2017
Perak,murder,1,2018
Perak,murder,0,2019
Perak,murder,0,2020
Perak,murder,1,2021
Perak,murder,2,2022
Perak,murder,1,2023
Perak,rape,6,2016
Perak,rape,6,2017
Perak,rape,5,2018
Perak,rape,3,2019
Perak,rape,5,2020
Perak,rape,7,2021
Perak,rape,10,2022
Perak,rape,8,2023
Perak,robbery_gang_armed,1,2016
Perak,robbery_gang_armed,0,2017
Perak,robbery_gang_armed,0,2018
Perak,robbery_gang_armed,0,2019
Perak,robbery_gang_armed,0,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,0,2022
Perak,robbery_gang_armed,0,2023
Perak,robbery_gang_unarmed,10,2016
Perak,robbery_gang_unarmed,4,2017
Perak,robbery_gang_unarmed,6,2018
Perak,robbery_gang_unarmed,10,2019
Perak,robbery_gang_unarmed,3,2020
Perak,robbery_gang_unarmed,3,2021
Perak,robbery_gang_unarmed,6,2022
Perak,robbery_gang_unarmed,4,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,0,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,0,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,1,2016
Perak,robbery_solo_unarmed,4,2017
Perak,robbery_solo_unarmed,3,2018
Perak,robbery_solo_unarmed,4,2019
Perak,robbery_solo_unarmed,13,2020
Perak,robbery_solo_unarmed,2,2021
Perak,robbery_solo_unarmed,5,2022
Perak,robbery_solo_unarmed,3,2023
Perak,break_in,38,2016
Perak,break_in,22,2017
Perak,break_in,17,2018
Perak,break_in,34,2019
Perak,break_in,19,2020
Perak,break_in,10,2021
Perak,break_in,15,2022
Perak,break_in,19,2023
Perak,theft_other,31,2016
Perak,theft_other,25,2017
Perak,theft_other,28,2018
Perak,theft_other,15,2019
Perak,theft_other,15,2020
Perak,theft_other,23,2021
Perak,theft_other,31,2022
Perak,theft_other,28,2023
Perak,theft_vehicle_lorry,1,2016
Perak,theft_vehicle_lorry,0,2017
Perak,theft_vehicle_lorry,0,2018
Perak,theft_vehicle_lorry,1,2019
Perak,theft_vehicle_lorry,2,2020
Perak,theft_vehicle_lorry,0,2021
Perak,theft_vehicle_lorry,1,2022
Perak,theft_vehicle_lorry,0,2023
Perak,theft_vehicle_motorcar,9,2016
Perak,theft_vehicle_motorcar,5,2017
Perak,theft_vehicle_motorcar,2,2018
Perak,theft_vehicle_motorcar,6,2019
Perak,theft_vehicle_motorcar,1,2020
Perak,theft_vehicle_motorcar,0,2021
Perak,theft_vehicle_motorcar,1,2022
Perak,theft_vehicle_motorcar,2,2023
Perak,theft_vehicle_motorcycle,65,2016
Perak,theft_vehicle_motorcycle,66,2017
Perak,theft_vehicle_motorcycle,49,2018
Perak,theft_vehicle_motorcycle,39,2019
Perak,theft_vehicle_motorcycle,33,2020
Perak,theft_vehicle_motorcycle,12,2021
Perak,theft_vehicle_motorcycle,25,2022
Perak,theft_vehicle_motorcycle,26,2023
Perak,causing_injury,42,2016
Perak,causing_injury,48,2017
Perak,causing_injury,53,2018
Perak,causing_injury,48,2019
Perak,causing_injury,40,2020
Perak,causing_injury,32,2021
Perak,causing_injury,22,2022
Perak,causing_injury,30,2023
Perak,murder,5,2016
Perak,murder,7,2017
Perak,murder,6,2018
Perak,murder,6,2019
Perak,murder,4,2020
Perak,murder,2,2021
Perak,murder,3,2022
Perak,murder,5,2023
Perak,rape,14,2016
Perak,rape,11,2017
Perak,rape,8,2018
Perak,rape,8,2019
Perak,rape,10,2020
Perak,rape,10,2021
Perak,rape,5,2022
Perak,rape,17,2023
Perak,robbery_gang_armed,2,2016
Perak,robbery_gang_armed,2,2017
Perak,robbery_gang_armed,0,2018
Perak,robbery_gang_armed,0,2019
Perak,robbery_gang_armed,0,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,0,2022
Perak,robbery_gang_armed,1,2023
Perak,robbery_gang_unarmed,31,2016
Perak,robbery_gang_unarmed,28,2017
Perak,robbery_gang_unarmed,22,2018
Perak,robbery_gang_unarmed,28,2019
Perak,robbery_gang_unarmed,15,2020
Perak,robbery_gang_unarmed,8,2021
Perak,robbery_gang_unarmed,12,2022
Perak,robbery_gang_unarmed,7,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,0,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,0,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,11,2016
Perak,robbery_solo_unarmed,20,2017
Perak,robbery_solo_unarmed,10,2018
Perak,robbery_solo_unarmed,15,2019
Perak,robbery_solo_unarmed,20,2020
Perak,robbery_solo_unarmed,9,2021
Perak,robbery_solo_unarmed,11,2022
Perak,robbery_solo_unarmed,7,2023
Perak,break_in,60,2016
Perak,break_in,82,2017
Perak,break_in,100,2018
Perak,break_in,92,2019
Perak,break_in,75,2020
Perak,break_in,38,2021
Perak,break_in,36,2022
Perak,break_in,55,2023
Perak,theft_other,89,2016
Perak,theft_other,88,2017
Perak,theft_other,121,2018
Perak,theft_other,94,2019
Perak,theft_other,63,2020
Perak,theft_other,101,2021
Perak,theft_other,61,2022
Perak,theft_other,69,2023
Perak,theft_vehicle_lorry,9,2016
Perak,theft_vehicle_lorry,4,2017
Perak,theft_vehicle_lorry,8,2018
Perak,theft_vehicle_lorry,9,2019
Perak,theft_vehicle_lorry,3,2020
Perak,theft_vehicle_lorry,5,2021
Perak,theft_vehicle_lorry,2,2022
Perak,theft_vehicle_lorry,2,2023
Perak,theft_vehicle_motorcar,43,2016
Perak,theft_vehicle_motorcar,31,2017
Perak,theft_vehicle_motorcar,32,2018
Perak,theft_vehicle_motorcar,30,2019
Perak,theft_vehicle_motorcar,27,2020
Perak,theft_vehicle_motorcar,20,2021
Perak,theft_vehicle_motorcar,29,2022
Perak,theft_vehicle_motorcar,33,2023
Perak,theft_vehicle_motorcycle,373,2016
Perak,theft_vehicle_motorcycle,301,2017
Perak,theft_vehicle_motorcycle,254,2018
Perak,theft_vehicle_motorcycle,172,2019
Perak,theft_vehicle_motorcycle,115,2020
Perak,theft_vehicle_motorcycle,65,2021
Perak,theft_vehicle_motorcycle,65,2022
Perak,theft_vehicle_motorcycle,54,2023
Perak,causing_injury,0,2016
Perak,causing_injury,0,2017
Perak,causing_injury,0,2018
Perak,causing_injury,1,2019
Perak,causing_injury,0,2020
Perak,causing_injury,0,2021
Perak,causing_injury,2,2022
Perak,causing_injury,1,2023
Perak,murder,0,2016
Perak,murder,0,2017
Perak,murder,0,2018
Perak,murder,0,2019
Perak,murder,0,2020
Perak,murder,0,2021
Perak,murder,0,2022
Perak,murder,0,2023
Perak,rape,0,2016
Perak,rape,2,2017
Perak,rape,3,2018
Perak,rape,0,2019
Perak,rape,1,2020
Perak,rape,1,2021
Perak,rape,0,2022
Perak,rape,2,2023
Perak,robbery_gang_armed,0,2016
Perak,robbery_gang_armed,0,2017
Perak,robbery_gang_armed,0,2018
Perak,robbery_gang_armed,0,2019
Perak,robbery_gang_armed,0,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,0,2022
Perak,robbery_gang_armed,0,2023
Perak,robbery_gang_unarmed,1,2016
Perak,robbery_gang_unarmed,0,2017
Perak,robbery_gang_unarmed,0,2018
Perak,robbery_gang_unarmed,0,2019
Perak,robbery_gang_unarmed,0,2020
Perak,robbery_gang_unarmed,0,2021
Perak,robbery_gang_unarmed,0,2022
Perak,robbery_gang_unarmed,0,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,0,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,0,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,0,2016
Perak,robbery_solo_unarmed,0,2017
Perak,robbery_solo_unarmed,0,2018
Perak,robbery_solo_unarmed,0,2019
Perak,robbery_solo_unarmed,1,2020
Perak,robbery_solo_unarmed,0,2021
Perak,robbery_solo_unarmed,0,2022
Perak,robbery_solo_unarmed,0,2023
Perak,break_in,3,2016
Perak,break_in,0,2017
Perak,break_in,2,2018
Perak,break_in,3,2019
Perak,break_in,2,2020
Perak,break_in,3,2021
Perak,break_in,2,2022
Perak,break_in,4,2023
Perak,theft_other,9,2016
Perak,theft_other,3,2017
Perak,theft_other,5,2018
Perak,theft_other,7,2019
Perak,theft_other,6,2020
Perak,theft_other,4,2021
Perak,theft_other,5,2022
Perak,theft_other,6,2023
Perak,theft_vehicle_lorry,0,2016
Perak,theft_vehicle_lorry,0,2017
Perak,theft_vehicle_lorry,1,2018
Perak,theft_vehicle_lorry,0,2019
Perak,theft_vehicle_lorry,0,2020
Perak,theft_vehicle_lorry,0,2021
Perak,theft_vehicle_lorry,0,2022
Perak,theft_vehicle_lorry,1,2023
Perak,theft_vehicle_motorcar,0,2016
Perak,theft_vehicle_motorcar,0,2017
Perak,theft_vehicle_motorcar,0,2018
Perak,theft_vehicle_motorcar,0,2019
Perak,theft_vehicle_motorcar,0,2020
Perak,theft_vehicle_motorcar,0,2021
Perak,theft_vehicle_motorcar,0,2022
Perak,theft_vehicle_motorcar,0,2023
Perak,theft_vehicle_motorcycle,14,2016
Perak,theft_vehicle_motorcycle,10,2017
Perak,theft_vehicle_motorcycle,2,2018
Perak,theft_vehicle_motorcycle,2,2019
Perak,theft_vehicle_motorcycle,0,2020
Perak,theft_vehicle_motorcycle,2,2021
Perak,theft_vehicle_motorcycle,2,2022
Perak,theft_vehicle_motorcycle,2,2023
Perak,causing_injury,9,2016
Perak,causing_injury,7,2017
Perak,causing_injury,4,2018
Perak,causing_injury,3,2019
Perak,causing_injury,12,2020
Perak,causing_injury,6,2021
Perak,causing_injury,8,2022
Perak,causing_injury,13,2023
Perak,murder,1,2016
Perak,murder,0,2017
Perak,murder,3,2018
Perak,murder,1,2019
Perak,murder,1,2020
Perak,murder,2,2021
Perak,murder,1,2022
Perak,murder,0,2023
Perak,rape,3,2016
Perak,rape,8,2017
Perak,rape,3,2018
Perak,rape,9,2019
Perak,rape,5,2020
Perak,rape,8,2021
Perak,rape,3,2022
Perak,rape,7,2023
Perak,robbery_gang_armed,0,2016
Perak,robbery_gang_armed,0,2017
Perak,robbery_gang_armed,0,2018
Perak,robbery_gang_armed,0,2019
Perak,robbery_gang_armed,0,2020
Perak,robbery_gang_armed,0,2021
Perak,robbery_gang_armed,0,2022
Perak,robbery_gang_armed,0,2023
Perak,robbery_gang_unarmed,5,2016
Perak,robbery_gang_unarmed,9,2017
Perak,robbery_gang_unarmed,1,2018
Perak,robbery_gang_unarmed,2,2019
Perak,robbery_gang_unarmed,1,2020
Perak,robbery_gang_unarmed,4,2021
Perak,robbery_gang_unarmed,1,2022
Perak,robbery_gang_unarmed,5,2023
Perak,robbery_solo_armed,0,2016
Perak,robbery_solo_armed,0,2017
Perak,robbery_solo_armed,0,2018
Perak,robbery_solo_armed,0,2019
Perak,robbery_solo_armed,0,2020
Perak,robbery_solo_armed,0,2021
Perak,robbery_solo_armed,0,2022
Perak,robbery_solo_armed,0,2023
Perak,robbery_solo_unarmed,2,2016
Perak,robbery_solo_unarmed,0,2017
Perak,robbery_solo_unarmed,0,2018
Perak,robbery_solo_unarmed,2,2019
Perak,robbery_solo_unarmed,3,2020
Perak,robbery_solo_unarmed,3,2021
Perak,robbery_solo_unarmed,1,2022
Perak,robbery_solo_unarmed,4,2023
Perak,break_in,69,2016
Perak,break_in,35,2017
Perak,break_in,30,2018
Perak,break_in,24,2019
Perak,break_in,12,2020
Perak,break_in,16,2021
Perak,break_in,19,2022
Perak,break_in,27,2023
Perak,theft_other,54,2016
Perak,theft_other,33,2017
Perak,theft_other,18,2018
Perak,theft_other,44,2019
Perak,theft_other,39,2020
Perak,theft_other,37,2021
Perak,theft_other,50,2022
Perak,theft_other,53,2023
Perak,theft_vehicle_lorry,0,2016
Perak,theft_vehicle_lorry,1,2017
Perak,theft_vehicle_lorry,0,2018
Perak,theft_vehicle_lorry,1,2019
Perak,theft_vehicle_lorry,3,2020
Perak,theft_vehicle_lorry,1,2021
Perak,theft_vehicle_lorry,0,2022
Perak,theft_vehicle_lorry,0,2023
Perak,theft_vehicle_motorcar,2,2016
